named,Date,Country,Confirmed,Deaths,Recovered,Active
8844,8844,2020-03-09,Luxembourg,3,0.0,0.0,3.0
8845,8845,2020-03-09,Madagascar,0,0.0,0.0,0.0
8846,8846,2020-03-09,Malawi,0,0.0,0.0,0.0
8847,8847,2020-03-09,Malaysia,117,0.0,24.0,93.0
8848,8848,2020-03-09,Maldives,4,0.0,0.0,4.0
8849,8849,2020-03-09,Mali,0,0.0,0.0,0.0
8850,8850,2020-03-09,Malta,3,0.0,0.0,3.0
8851,8851,2020-03-09,Mauritania,0,0.0,0.0,0.0
8852,8852,2020-03-09,Mauritius,0,0.0,0.0,0.0
8853,8853,2020-03-09,Mexico,7,0.0,1.0,6.0
8854,8854,2020-03-09,Moldova,1,0.0,0.0,1.0
8855,8855,2020-03-09,Monaco,1,0.0,0.0,1.0
8856,8856,2020-03-09,Mongolia,0,0.0,0.0,0.0
8857,8857,2020-03-09,Montenegro,0,0.0,0.0,0.0
8858,8858,2020-03-09,Morocco,2,0.0,0.0,2.0
8859,8859,2020-03-09,Mozambique,0,0.0,0.0,0.0
8860,8860,2020-03-09,Namibia,0,0.0,0.0,0.0
8861,8861,2020-03-09,Nepal,1,0.0,1.0,0.0
8862,8862,2020-03-09,Netherlands,321,3.0,0.0,318.0
8863,8863,2020-03-09,New Zealand,5,0.0,0.0,5.0
8864,8864,2020-03-09,Nicaragua,0,0.0,0.0,0.0
8865,8865,2020-03-09,Niger,0,0.0,0.0,0.0
8866,8866,2020-03-09,Nigeria,2,0.0,0.0,2.0
8867,8867,2020-03-09,North Macedonia,3,0.0,0.0,3.0
8868,8868,2020-03-09,Norway,205,0.0,1.0,204.0
8869,8869,2020-03-09,Oman,16,0.0,2.0,14.0
8870,8870,2020-03-09,Pakistan,16,0.0,1.0,15.0
8871,8871,2020-03-09,Panama,0,0.0,0.0,0.0
8872,8872,2020-03-09,Papua New Guinea,0,0.0,0.0,0.0
8873,8873,2020-03-09,Paraguay,1,0.0,0.0,1.0
8874,8874,2020-03-09,Peru,7,0.0,0.0,7.0
8875,8875,2020-03-09,Philippines,20,1.0,1.0,18.0
8876,8876,2020-03-09,Poland,16,0.0,0.0,16.0
8877,8877,2020-03-09,Portugal,30,0.0,0.0,30.0
8878,8878,2020-03-09,Qatar,18,0.0,0.0,18.0
8879,8879,2020-03-09,Romania,15,0.0,3.0,12.0
8880,8880,2020-03-09,Russia,17,0.0,3.0,14.0
8881,8881,2020-03-09,Rwanda,0,0.0,0.0,0.0
8882,8882,2020-03-09,Saint Kitts and Nevis,0,0.0,0.0,0.0
8883,8883,2020-03-09,Saint Lucia,0,0.0,0.0,0.0
8884,8884,2020-03-09,Saint Vincent and the Grenadines,0,0.0,0.0,0.0
8885,8885,2020-03-09,San Marino,36,1.0,0.0,35.0
8886,8886,2020-03-09,Sao Tome and Principe,0,0.0,0.0,0.0
8887,8887,2020-03-09,Saudi Arabia,15,0.0,0.0,15.0
8888,8888,2020-03-09,Senegal,4,0.0,1.0,3.0
8889,8889,2020-03-09,Serbia,1,0.0,0.0,1.0
8890,8890,2020-03-09,Seychelles,0,0.0,0.0,0.0
8891,8891,2020-03-09,Sierra Leone,0,0.0,0.0,0.0
8892,8892,2020-03-09,Singapore,150,0.0,78.0,72.0
8893,8893,2020-03-09,Slovakia,3,0.0,0.0,3.0
8894,8894,2020-03-09,Slovenia,16,0.0,0.0,16.0
8895,8895,2020-03-09,Somalia,0,0.0,0.0,0.0
8896,8896,2020-03-09,South Africa,3,0.0,0.0,3.0
8897,8897,2020-03-09,South Sudan,0,0.0,0.0,0.0
8898,8898,2020-03-09,Spain,1073,28.0,32.0,1013.0
8899,8899,2020-03-09,Sri Lanka,1,0.0,1.0,0.0
8900,8900,2020-03-09,Sudan,0,0.0,0.0,0.0
8901,8901,2020-03-09,Suriname,0,0.0,0.0,0.0
8902,8902,2020-03-09,Sweden,248,0.0,0.0,248.0
8903,8903,2020-03-09,Switzerland,374,2.0,3.0,369.0
8904,8904,2020-03-09,Syria,0,0.0,0.0,0.0
8905,8905,2020-03-09,Taiwan*,45,1.0,15.0,29.0
8906,8906,2020-03-09,Tajikistan,0,0.0,0.0,0.0
8907,8907,2020-03-09,Tanzania,0,0.0,0.0,0.0
8908,8908,2020-03-09,Thailand,50,1.0,31.0,18.0
8909,8909,2020-03-09,Timor-Leste,0,0.0,0.0,0.0
8910,8910,2020-03-09,Togo,1,0.0,0.0,1.0
8911,8911,2020-03-09,Trinidad and Tobago,0,0.0,0.0,0.0
8912,8912,2020-03-09,Tunisia,2,0.0,0.0,2.0
8913,8913,2020-03-09,Turkey,0,0.0,0.0,0.0
8914,8914,2020-03-09,US,519,22.0,7.0,490.0
8915,8915,2020-03-09,Uganda,0,0.0,0.0,0.0
8916,8916,2020-03-09,Ukraine,1,0.0,0.0,1.0
8917,8917,2020-03-09,United Arab Emirates,45,0.0,7.0,38.0
8918,8918,2020-03-09,United Kingdom,630,3.0,18.0,609.0
8919,8919,2020-03-09,Uruguay,0,0.0,0.0,0.0
8920,8920,2020-03-09,Uzbekistan,0,0.0,0.0,0.0
8921,8921,2020-03-09,Venezuela,0,0.0,0.0,0.0
8922,8922,2020-03-09,Vietnam,30,0.0,16.0,14.0
8923,8923,2020-03-09,West Bank and Gaza,19,0.0,0.0,19.0
8924,8924,2020-03-09,Western Sahara,0,0.0,0.0,0.0
8925,8925,2020-03-09,Yemen,0,0.0,0.0,0.0
8926,8926,2020-03-09,Zambia,0,0.0,0.0,0.0
8927,8927,2020-03-09,Zimbabwe,0,0.0,0.0,0.0
8928,8928,2020-03-10,Afghanistan,5,0.0,0.0,5.0
8929,8929,2020-03-10,Albania,10,0.0,0.0,10.0
8930,8930,2020-03-10,Algeria,20,0.0,0.0,20.0
8931,8931,2020-03-10,Andorra,1,0.0,0.0,1.0
8932,8932,2020-03-10,Angola,0,0.0,0.0,0.0
8933,8933,2020-03-10,Antigua and Barbuda,0,0.0,0.0,0.0
8934,8934,2020-03-10,Argentina,17,1.0,0.0,16.0
8935,8935,2020-03-10,Armenia,1,0.0,0.0,1.0
8936,8936,2020-03-10,Australia,107,3.0,21.0,83.0
8937,8937,2020-03-10,Austria,182,0.0,4.0,178.0
8938,8938,2020-03-10,Azerbaijan,11,0.0,0.0,11.0
8939,8939,2020-03-10,Bahamas,0,0.0,0.0,0.0
8940,8940,2020-03-10,Bahrain,110,0.0,22.0,88.0
8941,8941,2020-03-10,Bangladesh,3,0.0,0.0,3.0
8942,8942,2020-03-10,Barbados,0,0.0,0.0,0.0
8943,8943,2020-03-10,Belarus,9,0.0,3.0,6.0
8944,8944,2020-03-10,Belgium,267,0.0,1.0,266.0
8945,8945,2020-03-10,Belize,0,0.0,0.0,0.0
8946,8946,2020-03-10,Benin,0,0.0,0.0,0.0
8947,8947,2020-03-10,Bhutan,1,0.0,0.0,1.0
8948,8948,2020-03-10,Bolivia,0,0.0,0.0,0.0
8949,8949,2020-03-10,Bosnia and Herzegovina,5,0.0,0.0,5.0
8950,8950,2020-03-10,Botswana,0,0.0,0.0,0.0
8951,8951,2020-03-10,Brazil,31,0.0,0.0,31.0
8952,8952,2020-03-10,Brunei,1,0.0,0.0,1.0
8953,8953,2020-03-10,Bulgaria,4,0.0,0.0,4.0
8954,8954,2020-03-10,Burkina Faso,1,0.0,0.0,1.0
8955,8955,2020-03-10,Burma,0,0.0,0.0,0.0
8956,8956,2020-03-10,Burundi,0,0.0,0.0,0.0
8957,8957,2020-03-10,Cabo Verde,0,0.0,0.0,0.0
8958,8958,2020-03-10,Cambodia,2,0.0,1.0,1.0
8959,8959,2020-03-10,Cameroon,2,0.0,0.0,2.0
8960,8960,2020-03-10,Canada,79,1.0,0.0,78.0
8961,8961,2020-03-10,Central African Republic,0,0.0,0.0,0.0
8962,8962,2020-03-10,Chad,0,0.0,0.0,0.0
8963,8963,2020-03-10,Chile,13,0.0,0.0,13.0
8964,8964,2020-03-10,China,80887,3139.0,60181.0,17567.0
8965,8965,2020-03-10,Colombia,3,0.0,0.0,3.0
8966,8966,2020-03-10,Comoros,0,0.0,0.0,0.0
8967,8967,2020-03-10,Congo (Brazzaville),0,0.0,0.0,0.0
8968,8968,2020-03-10,Congo (Kinshasa),0,0.0,0.0,0.0
8969,8969,2020-03-10,Costa Rica,9,0.0,0.0,9.0
8970,8970,2020-03-10,Cote d'Ivoire,0,0.0,0.0,0.0
8971,8971,2020-03-10,Croatia,14,0.0,0.0,14.0
8972,8972,2020-03-10,Cuba,0,0.0,0.0,0.0
8973,8973,2020-03-10,Cyprus,3,0.0,0.0,3.0
8974,8974,2020-03-10,Czechia,41,0.0,0.0,41.0
8975,8975,2020-03-10,Denmark,264,0.0,1.0,263.0
8976,8976,2020-03-10,Djibouti,0,0.0,0.0,0.0
8977,8977,2020-03-10,Dominica,0,0.0,0.0,0.0
8978,8978,2020-03-10,Dominican Republic,5,0.0,0.0,5.0
8979,8979,2020-03-10,Ecuador,15,0.0,0.0,15.0
8980,8980,2020-03-10,Egypt,59,1.0,1.0,57.0
8981,8981,2020-03-10,El Salvador,0,0.0,0.0,0.0
8982,8982,2020-03-10,Equatorial Guinea,0,0.0,0.0,0.0
8983,8983,2020-03-10,Eritrea,0,0.0,0.0,0.0
8984,8984,2020-03-10,Estonia,12,0.0,0.0,12.0
8985,8985,2020-03-10,Eswatini,0,0.0,0.0,0.0
8986,8986,2020-03-10,Ethiopia,0,0.0,0.0,0.0
8987,8987,2020-03-10,Fiji,0,0.0,0.0,0.0
8988,8988,2020-03-10,Finland,40,0.0,1.0,39.0
8989,8989,2020-03-10,France,1794,33.0,12.0,1749.0
8990,8990,2020-03-10,Gabon,0,0.0,0.0,0.0
8991,8991,2020-03-10,Gambia,0,0.0,0.0,0.0
8992,8992,2020-03-10,Georgia,15,0.0,0.0,15.0
8993,8993,2020-03-10,Germany,1457,2.0,18.0,1437.0
8994,8994,2020-03-10,Ghana,0,0.0,0.0,0.0
8995,8995,2020-03-10,Greece,89,0.0,0.0,89.0
8996,8996,2020-03-10,Grenada,0,0.0,0.0,0.0
8997,8997,2020-03-10,Guatemala,0,0.0,0.0,0.0
8998,8998,2020-03-10,Guinea,0,0.0,0.0,0.0
8999,8999,2020-03-10,Guinea-Bissau,0,0.0,0.0,0.0
9000,9000,2020-03-10,Guyana,0,0.0,0.0,0.0
9001,9001,2020-03-10,Haiti,0,0.0,0.0,0.0
9002,9002,2020-03-10,Holy See,1,0.0,0.0,1.0
9003,9003,2020-03-10,Honduras,0,0.0,0.0,0.0
9004,9004,2020-03-10,Hungary,9,0.0,0.0,9.0
9005,9005,2020-03-10,Iceland,69,0.0,1.0,68.0
9006,9006,2020-03-10,India,56,0.0,4.0,52.0
9007,9007,2020-03-10,Indonesia,27,0.0,2.0,25.0
9008,9008,2020-03-10,Iran,8042,291.0,2731.0,5020.0
9009,9009,2020-03-10,Iraq,71,7.0,3.0,61.0
9010,9010,2020-03-10,Ireland,34,0.0,0.0,34.0
9011,9011,2020-03-10,Israel,75,0.0,4.0,71.0
9012,9012,2020-03-10,Italy,10149,631.0,724.0,8794.0
9013,9013,2020-03-10,Jamaica,0,0.0,0.0,0.0
9014,9014,2020-03-10,Japan,581,10.0,101.0,470.0
9015,9015,2020-03-10,Jordan,1,0.0,0.0,1.0
9016,9016,2020-03-10,Kazakhstan,0,0.0,0.0,0.0
9017,9017,2020-03-10,Kenya,0,0.0,0.0,0.0
9018,9018,2020-03-10,"Korea, South",7513,54.0,247.0,7212.0
9019,9019,2020-03-10,Kosovo,0,0.0,0.0,0.0
9020,9020,2020-03-10,Kuwait,69,0.0,1.0,68.0
9021,9021,2020-03-10,Kyrgyzstan,0,0.0,0.0,0.0
9022,9022,2020-03-10,Laos,0,0.0,0.0,0.0
9023,9023,2020-03-10,Latvia,8,0.0,1.0,7.0
9024,9024,2020-03-10,Lebanon,41,1.0,1.0,39.0
9025,9025,2020-03-10,Lesotho,0,0.0,0.0,0.0
9026,9026,2020-03-10,Liberia,0,0.0,0.0,0.0
9027,9027,2020-03-10,Libya,0,0.0,0.0,0.0
9028,9028,2020-03-10,Liechtenstein,1,0.0,0.0,1.0
9029,9029,2020-03-10,Lithuania,1,0.0,0.0,1.0
9030,9030,2020-03-10,Luxembourg,5,0.0,0.0,5.0
9031,9031,2020-03-10,Madagascar,0,0.0,0.0,0.0
9032,9032,2020-03-10,Malawi,0,0.0,0.0,0.0
9033,9033,2020-03-10,Malaysia,129,0.0,24.0,105.0
9034,9034,2020-03-10,Maldives,6,0.0,0.0,6.0
9035,9035,2020-03-10,Mali,0,0.0,0.0,0.0
9036,9036,2020-03-10,Malta,5,0.0,0.0,5.0
9037,9037,2020-03-10,Mauritania,0,0.0,0.0,0.0
9038,9038,2020-03-10,Mauritius,0,0.0,0.0,0.0
9039,9039,2020-03-10,Mexico,7,0.0,4.0,3.0
9040,9040,2020-03-10,Moldova,3,0.0,0.0,3.0
9041,9041,2020-03-10,Monaco,1,0.0,0.0,1.0
9042,9042,2020-03-10,Mongolia,1,0.0,0.0,1.0
9043,9043,2020-03-10,Montenegro,0,0.0,0.0,0.0
9044,9044,2020-03-10,Morocco,3,1.0,0.0,2.0
9045,9045,2020-03-10,Mozambique,0,0.0,0.0,0.0
9046,9046,2020-03-10,Namibia,0,0.0,0.0,0.0
9047,9047,2020-03-10,Nepal,1,0.0,1.0,0.0
9048,9048,2020-03-10,Netherlands,382,4.0,0.0,378.0
9049,9049,2020-03-10,New Zealand,5,0.0,0.0,5.0
9050,9050,2020-03-10,Nicaragua,0,0.0,0.0,0.0
9051,9051,2020-03-10,Niger,0,0.0,0.0,0.0
9052,9052,2020-03-10,Nigeria,2,0.0,0.0,2.0
9053,9053,2020-03-10,North Macedonia,7,0.0,0.0,7.0
9054,9054,2020-03-10,Norway,400,0.0,1.0,399.0
9055,9055,2020-03-10,Oman,18,0.0,9.0,9.0
9056,9056,2020-03-10,Pakistan,19,0.0,2.0,17.0
9057,9057,2020-03-10,Panama,1,0.0,0.0,1.0
9058,9058,2020-03-10,Papua New Guinea,0,0.0,0.0,0.0
9059,9059,2020-03-10,Paraguay,1,0.0,0.0,1.0
9060,9060,2020-03-10,Peru,11,0.0,0.0,11.0
9061,9061,2020-03-10,Philippines,33,1.0,2.0,30.0
9062,9062,2020-03-10,Poland,22,0.0,0.0,22.0
9063,9063,2020-03-10,Portugal,41,0.0,0.0,41.0
9064,9064,2020-03-10,Qatar,24,0.0,0.0,24.0
9065,9065,2020-03-10,Romania,25,0.0,3.0,22.0
9066,9066,2020-03-10,Russia,20,0.0,3.0,17.0
9067,9067,2020-03-10,Rwanda,0,0.0,0.0,0.0
9068,9068,2020-03-10,Saint Kitts and Nevis,0,0.0,0.0,0.0
9069,9069,2020-03-10,Saint Lucia,0,0.0,0.0,0.0
9070,9070,2020-03-10,Saint Vincent and the Grenadines,0,0.0,0.0,0.0
9071,9071,2020-03-10,San Marino,51,2.0,0.0,49.0
9072,9072,2020-03-10,Sao Tome and Principe,0,0.0,0.0,0.0
9073,9073,2020-03-10,Saudi Arabia,20,0.0,1.0,19.0
9074,9074,2020-03-10,Senegal,4,0.0,1.0,3.0
9075,9075,2020-03-10,Serbia,5,0.0,0.0,5.0
9076,9076,2020-03-10,Seychelles,0,0.0,0.0,0.0
9077,9077,2020-03-10,Sierra Leone,0,0.0,0.0,0.0
9078,9078,2020-03-10,Singapore,160,0.0,78.0,82.0
9079,9079,2020-03-10,Slovakia,7,0.0,0.0,7.0
9080,9080,2020-03-10,Slovenia,31,0.0,0.0,31.0
9081,9081,2020-03-10,Somalia,0,0.0,0.0,0.0
9082,9082,2020-03-10,South Africa,7,0.0,0.0,7.0
9083,9083,2020-03-10,South Sudan,0,0.0,0.0,0.0
9084,9084,2020-03-10,Spain,1695,35.0,32.0,1628.0
9085,9085,2020-03-10,Sri Lanka,1,0.0,1.0,0.0
9086,9086,2020-03-10,Sudan,0,0.0,0.0,0.0
9087,9087,2020-03-10,Suriname,0,0.0,0.0,0.0
9088,9088,2020-03-10,Sweden,355,0.0,0.0,355.0
9089,9089,2020-03-10,Switzerland,491,3.0,3.0,485.0
9090,9090,2020-03-10,Syria,0,0.0,0.0,0.0
9091,9091,2020-03-10,Taiwan*,47,1.0,17.0,29.0
9092,9092,2020-03-10,Tajikistan,0,0.0,0.0,0.0
9093,9093,2020-03-10,Tanzania,0,0.0,0.0,0.0
9094,9094,2020-03-10,Thailand,53,1.0,33.0,19.0
9095,9095,2020-03-10,Timor-Leste,0,0.0,0.0,0.0
9096,9096,2020-03-10,Togo,1,0.0,0.0,1.0
9097,9097,2020-03-10,Trinidad and Tobago,0,0.0,0.0,0.0
9098,9098,2020-03-10,Tunisia,5,0.0,0.0,5.0
9099,9099,2020-03-10,Turkey,0,0.0,0.0,0.0
9100,9100,2020-03-10,US,711,28.0,8.0,675.0
9101,9101,2020-03-10,Uganda,0,0.0,0.0,0.0
9102,9102,2020-03-10,Ukraine,1,0.0,0.0,1.0
9103,9103,2020-03-10,United Arab Emirates,74,0.0,12.0,62.0
9104,9104,2020-03-10,United Kingdom,889,7.0,19.0,863.0
9105,9105,2020-03-10,Uruguay,0,0.0,0.0,0.0
9106,9106,2020-03-10,Uzbekistan,0,0.0,0.0,0.0
9107,9107,2020-03-10,Venezuela,0,0.0,0.0,0.0
9108,9108,2020-03-10,Vietnam,31,0.0,16.0,15.0
9109,9109,2020-03-10,West Bank and Gaza,26,0.0,0.0,26.0
9110,9110,2020-03-10,Western Sahara,0,0.0,0.0,0.0
9111,9111,2020-03-10,Yemen,0,0.0,0.0,0.0
9112,9112,2020-03-10,Zambia,0,0.0,0.0,0.0
9113,9113,2020-03-10,Zimbabwe,0,0.0,0.0,0.0
9114,9114,2020-03-11,Afghanistan,7,0.0,0.0,7.0
9115,9115,2020-03-11,Albania,12,1.0,0.0,11.0
9116,9116,2020-03-11,Algeria,20,0.0,0.0,20.0
9117,9117,2020-03-11,Andorra,1,0.0,0.0,1.0
9118,9118,2020-03-11,Angola,0,0.0,0.0,0.0
9119,9119,2020-03-11,Antigua and Barbuda,0,0.0,0.0,0.0
9120,9120,2020-03-11,Argentina,19,1.0,0.0,18.0
9121,9121,2020-03-11,Armenia,1,0.0,0.0,1.0
9122,9122,2020-03-11,Australia,128,3.0,21.0,104.0
9123,9123,2020-03-11,Austria,246,0.0,4.0,242.0
9124,9124,2020-03-11,Azerbaijan,11,0.0,3.0,8.0
9125,9125,2020-03-11,Bahamas,0,0.0,0.0,0.0
9126,9126,2020-03-11,Bahrain,195,0.0,35.0,160.0
9127,9127,2020-03-11,Bangladesh,3,0.0,0.0,3.0
9128,9128,2020-03-11,Barbados,0,0.0,0.0,0.0
9129,9129,2020-03-11,Belarus,9,0.0,3.0,6.0
9130,9130,2020-03-11,Belgium,314,3.0,1.0,310.0
9131,9131,2020-03-11,Belize,0,0.0,0.0,0.0
9132,9132,2020-03-11,Benin,0,0.0,0.0,0.0
9133,9133,2020-03-11,Bhutan,1,0.0,0.0,1.0
9134,9134,2020-03-11,Bolivia,2,0.0,0.0,2.0
9135,9135,2020-03-11,Bosnia and Herzegovina,7,0.0,0.0,7.0
9136,9136,2020-03-11,Botswana,0,0.0,0.0,0.0
9137,9137,2020-03-11,Brazil,38,0.0,0.0,38.0
9138,9138,2020-03-11,Brunei,11,0.0,0.0,11.0
9139,9139,2020-03-11,Bulgaria,7,1.0,0.0,6.0
9140,9140,2020-03-11,Burkina Faso,2,0.0,0.0,2.0
9141,9141,2020-03-11,Burma,0,0.0,0.0,0.0
9142,9142,2020-03-11,Burundi,0,0.0,0.0,0.0
9143,9143,2020-03-11,Cabo Verde,0,0.0,0.0,0.0
9144,9144,2020-03-11,Cambodia,3,0.0,1.0,2.0
9145,9145,2020-03-11,Cameroon,2,0.0,0.0,2.0
9146,9146,2020-03-11,Canada,108,1.0,0.0,107.0
9147,9147,2020-03-11,Central African Republic,0,0.0,0.0,0.0
9148,9148,2020-03-11,Chad,0,0.0,0.0,0.0
9149,9149,2020-03-11,Chile,23,0.0,0.0,23.0
9150,9150,2020-03-11,China,80921,3161.0,61644.0,16116.0
9151,9151,2020-03-11,Colombia,9,0.0,0.0,9.0
9152,9152,2020-03-11,Comoros,0,0.0,0.0,0.0
9153,9153,2020-03-11,Congo (Brazzaville),0,0.0,0.0,0.0
9154,9154,2020-03-11,Congo (Kinshasa),1,0.0,0.0,1.0
9155,9155,2020-03-11,Costa Rica,13,0.0,0.0,13.0
9156,9156,2020-03-11,Cote d'Ivoire,1,0.0,0.0,1.0
9157,9157,2020-03-11,Croatia,19,0.0,0.0,19.0
9158,9158,2020-03-11,Cuba,0,0.0,0.0,0.0
9159,9159,2020-03-11,Cyprus,6,0.0,0.0,6.0
9160,9160,2020-03-11,Czechia,91,0.0,0.0,91.0
9161,9161,2020-03-11,Denmark,444,0.0,1.0,443.0
9162,9162,2020-03-11,Djibouti,0,0.0,0.0,0.0
9163,9163,2020-03-11,Dominica,0,0.0,0.0,0.0
9164,9164,2020-03-11,Dominican Republic,5,0.0,0.0,5.0
9165,9165,2020-03-11,Ecuador,17,0.0,0.0,17.0
9166,9166,2020-03-11,Egypt,60,1.0,27.0,32.0
9167,9167,2020-03-11,El Salvador,0,0.0,0.0,0.0
9168,9168,2020-03-11,Equatorial Guinea,0,0.0,0.0,0.0
9169,9169,2020-03-11,Eritrea,0,0.0,0.0,0.0
9170,9170,2020-03-11,Estonia,16,0.0,0.0,16.0
9171,9171,2020-03-11,Eswatini,0,0.0,0.0,0.0
9172,9172,2020-03-11,Ethiopia,0,0.0,0.0,0.0
9173,9173,2020-03-11,Fiji,0,0.0,0.0,0.0
9174,9174,2020-03-11,Finland,59,0.0,1.0,58.0
9175,9175,2020-03-11,France,2293,48.0,12.0,2233.0
9176,9176,2020-03-11,Gabon,0,0.0,0.0,0.0
9177,9177,2020-03-11,Gambia,0,0.0,0.0,0.0
9178,9178,2020-03-11,Georgia,24,0.0,0.0,24.0
9179,9179,2020-03-11,Germany,1908,3.0,25.0,1880.0
9180,9180,2020-03-11,Ghana,0,0.0,0.0,0.0
9181,9181,2020-03-11,Greece,99,1.0,0.0,98.0
9182,9182,2020-03-11,Grenada,0,0.0,0.0,0.0
9183,9183,2020-03-11,Guatemala,0,0.0,0.0,0.0
9184,9184,2020-03-11,Guinea,0,0.0,0.0,0.0
9185,9185,2020-03-11,Guinea-Bissau,0,0.0,0.0,0.0
9186,9186,2020-03-11,Guyana,0,0.0,0.0,0.0
9187,9187,2020-03-11,Haiti,0,0.0,0.0,0.0
9188,9188,2020-03-11,Holy See,1,0.0,0.0,1.0
9189,9189,2020-03-11,Honduras,2,0.0,0.0,2.0
9190,9190,2020-03-11,Hungary,13,0.0,0.0,13.0
9191,9191,2020-03-11,Iceland,85,0.0,1.0,84.0
9192,9192,2020-03-11,India,62,1.0,4.0,57.0
9193,9193,2020-03-11,Indonesia,34,1.0,2.0,31.0
9194,9194,2020-03-11,Iran,9000,354.0,2959.0,5687.0
9195,9195,2020-03-11,Iraq,71,7.0,15.0,49.0
9196,9196,2020-03-11,Ireland,43,1.0,0.0,42.0
9197,9197,2020-03-11,Israel,79,0.0,4.0,75.0
9198,9198,2020-03-11,Italy,12462,827.0,1045.0,10590.0
9199,9199,2020-03-11,Jamaica,1,0.0,0.0,1.0
9200,9200,2020-03-11,Japan,639,15.0,118.0,506.0
9201,9201,2020-03-11,Jordan,1,0.0,0.0,1.0
9202,9202,2020-03-11,Kazakhstan,0,0.0,0.0,0.0
9203,9203,2020-03-11,Kenya,0,0.0,0.0,0.0
9204,9204,2020-03-11,"Korea, South",7755,60.0,288.0,7407.0
9205,9205,2020-03-11,Kosovo,0,0.0,0.0,0.0
9206,9206,2020-03-11,Kuwait,72,0.0,2.0,70.0
9207,9207,2020-03-11,Kyrgyzstan,0,0.0,0.0,0.0
9208,9208,2020-03-11,Laos,0,0.0,0.0,0.0
9209,9209,2020-03-11,Latvia,10,0.0,1.0,9.0
9210,9210,2020-03-11,Lebanon,61,3.0,1.0,57.0
9211,9211,2020-03-11,Lesotho,0,0.0,0.0,0.0
9212,9212,2020-03-11,Liberia,0,0.0,0.0,0.0
9213,9213,2020-03-11,Libya,0,0.0,0.0,0.0
9214,9214,2020-03-11,Liechtenstein,1,0.0,0.0,1.0
9215,9215,2020-03-11,Lithuania,3,0.0,0.0,3.0
9216,9216,2020-03-11,Luxembourg,7,0.0,0.0,7.0
9217,9217,2020-03-11,Madagascar,0,0.0,0.0,0.0
9218,9218,2020-03-11,Malawi,0,0.0,0.0,0.0
9219,9219,2020-03-11,Malaysia,149,0.0,26.0,123.0
9220,9220,2020-03-11,Maldives,8,0.0,0.0,8.0
9221,9221,2020-03-11,Mali,0,0.0,0.0,0.0
9222,9222,2020-03-11,Malta,6,0.0,0.0,6.0
9223,9223,2020-03-11,Mauritania,0,0.0,0.0,0.0
9224,9224,2020-03-11,Mauritius,0,0.0,0.0,0.0
9225,9225,2020-03-11,Mexico,8,0.0,4.0,4.0
9226,9226,2020-03-11,Moldova,3,0.0,0.0,3.0
9227,9227,2020-03-11,Monaco,1,0.0,0.0,1.0
9228,9228,2020-03-11,Mongolia,1,0.0,0.0,1.0
9229,9229,2020-03-11,Montenegro,0,0.0,0.0,0.0
9230,9230,2020-03-11,Morocco,5,1.0,0.0,4.0
9231,9231,2020-03-11,Mozambique,0,0.0,0.0,0.0
9232,9232,2020-03-11,Namibia,0,0.0,0.0,0.0
9233,9233,2020-03-11,Nepal,1,0.0,1.0,0.0
9234,9234,2020-03-11,Netherlands,503,5.0,0.0,498.0
9235,9235,2020-03-11,New Zealand,5,0.0,0.0,5.0
9236,9236,2020-03-11,Nicaragua,0,0.0,0.0,0.0
9237,9237,2020-03-11,Niger,0,0.0,0.0,0.0
9238,9238,2020-03-11,Nigeria,2,0.0,0.0,2.0
9239,9239,2020-03-11,North Macedonia,7,0.0,0.0,7.0
9240,9240,2020-03-11,Norway,598,0.0,1.0,597.0
9241,9241,2020-03-11,Oman,18,0.0,9.0,9.0
9242,9242,2020-03-11,Pakistan,20,0.0,2.0,18.0
9243,9243,2020-03-11,Panama,8,1.0,0.0,7.0
9244,9244,2020-03-11,Papua New Guinea,0,0.0,0.0,0.0
9245,9245,2020-03-11,Paraguay,5,0.0,0.0,5.0
9246,9246,2020-03-11,Peru,11,0.0,0.0,11.0
9247,9247,2020-03-11,Philippines,49,1.0,2.0,46.0
9248,9248,2020-03-11,Poland,31,0.0,0.0,31.0
9249,9249,2020-03-11,Portugal,59,0.0,0.0,59.0
9250,9250,2020-03-11,Qatar,262,0.0,0.0,262.0
9251,9251,2020-03-11,Romania,45,0.0,6.0,39.0
9252,9252,2020-03-11,Russia,20,0.0,3.0,17.0
9253,9253,2020-03-11,Rwanda,0,0.0,0.0,0.0
9254,9254,2020-03-11,Saint Kitts and Nevis,0,0.0,0.0,0.0
9255,9255,2020-03-11,Saint Lucia,0,0.0,0.0,0.0
9256,9256,2020-03-11,Saint Vincent and the Grenadines,0,0.0,0.0,0.0
9257,9257,2020-03-11,San Marino,62,2.0,0.0,60.0
9258,9258,2020-03-11,Sao Tome and Principe,0,0.0,0.0,0.0
9259,9259,2020-03-11,Saudi Arabia,21,0.0,1.0,20.0
9260,9260,2020-03-11,Senegal,4,0.0,1.0,3.0
9261,9261,2020-03-11,Serbia,12,0.0,0.0,12.0
9262,9262,2020-03-11,Seychelles,0,0.0,0.0,0.0
9263,9263,2020-03-11,Sierra Leone,0,0.0,0.0,0.0
9264,9264,2020-03-11,Singapore,178,0.0,96.0,82.0
9265,9265,2020-03-11,Slovakia,10,0.0,0.0,10.0
9266,9266,2020-03-11,Slovenia,57,0.0,0.0,57.0
9267,9267,2020-03-11,Somalia,0,0.0,0.0,0.0
